Plate Type,Violation Code,Vehicle Body Type,Vehicle Make,Violation Location,Violation Time,Violation County,Vehicle Color,Violation In Front Of Or Opposite
PAS,21,4DSD,FORD,115.0,Morning,Q,GREY,I
PAS,31,4DSD,ALFAR,1.0,Afternoon,NY,WH,F
PAS,71,SUBN,VOLKS,109.0,Early Morning,Q,BL,F
PAS,38,SUBN,TOYOT,61.0,Early Morning,K,GY,F
PAS,70,4DSD,NISSA,43.0,Morning,BX,BL,O
PAS,74,4DSD,ACURA,18.0,Early Morning,NY,WHITE,F
COM,50,VAN,FORD,14.0,Early Morning,NY,WH,I
PAS,21,SUBN,HONDA,79.0,Morning,K,GY,F
COM,84,REFG,KENWO,6.0,Early Morning,NY,WH,O
PAS,53,TRAC,ISUZU,6.0,Afternoon,NY,RED,O
PAS,38,SUBN,HONDA,107.0,Early Morning,Q,GY,I
PAS,84,VAN,GMC,14.0,Early Morning,NY,WHITE,F
COM,40,SUBN,LEXUS,48.0,Morning,BX,SILVE,I
PAS,51,4DSD,TOYOT,66.0,Afternoon,K,SILVE,F
COM,14,VAN,CHEVR,114.0,Morning,Q,WH,I
COM,71,VAN,FORD,49.0,Morning,BX,WH,F
COM,69,REFG,HIN,18.0,Early Morning,NY,WH,O
COM,18,VAN,ISUZU,9.0,Early Morning,NY,WH,F
PAS,19,4DSD,NISSA,105.0,Early Morning,Q,RED,I
PAS,14,SUBN,NISSA,79.0,Early Morning,K,BLUE,F
COM,37,VAN,FORD,13.0,Early Morning,NY,WH,I
PAS,20,SUBN,CHEVR,103.0,Afternoon,Q,BK,F
PAS,40,SUBN,TOYOT,115.0,Early Morning,Q,WHITE,F
COM,14,VAN,ISUZU,109.0,Afternoon,Q,YW,O
PAS,21,SUBN,CHRYS,30.0,Morning,NY,GREY,O
PAS,17,SUBN,HYUND,102.0,Morning,Q,GY,I
PAS,71,2DSD,SMART,112.0,Morning,Q,OR,F
PAS,21,4DSD,SUBAR,104.0,Morning,Q,BLACK,O
999,38,4DSD,BMW,84.0,Afternoon,K,OTHER,F
COM,14,VAN,FRUEH,13.0,Morning,NY,BROWN,O
PAS,71,SUBN,HONDA,102.0,Morning,Q,BK,F
PAS,46,VAN,FORD,19.0,Morning,NY,WHITE,O
PAS,38,SUBN,ME/BE,104.0,Early Morning,Q,GY,O
PAS,38,SUBN,BMW,106.0,Early Morning,Q,BL,F
PAS,21,SUBN,JEEP,13.0,Morning,NY,BL,O
PAS,21,SUBN,CHEVR,112.0,Morning,Q,WH,F
PAS,71,4DSD,HONDA,102.0,Morning,Q,BK,I
PAS,70,SUBN,JEEP,84.0,Morning,K,BK,I
PAS,21,SUBN,CHEVR,79.0,Afternoon,K,BLACK,F
PAS,40,SUBN,CHEVR,110.0,Morning,Q,GY,I
PAS,18,DELV,INTER,67.0,Early Morning,K,GREEN,F
PAS,21,SUBN,TOYOT,103.0,Morning,Q,GREEN,F
PAS,16,SUBN,TOYOT,47.0,Morning,BX,BLACK,I
PAS,40,4DSD,FORD,60.0,Early Morning,K,BLACK,I
PAS,38,4DSD,INFIN,106.0,Early Morning,Q,WHITE,F
PAS,19,DELV,INTER,108.0,Afternoon,Q,WHITE,I
PAS,21,4DSD,TOYOT,33.0,Morning,NY,GREY,O
PAS,74,SUBN,HONDA,121.0,Early Morning,R,BK,F
PAS,70,2DSD,TOYOT,6.0,Afternoon,NY,BLUE,F
PAS,74,2DSD,HYUND,63.0,Morning,K,BLACK,F
PAS,14,VAN,FORD,14.0,Morning,NY,WHITE,F
PAS,13,SUBN,JEEP,112.0,Afternoon,Q,DK/,F
PAS,71,SUBN,NISSA,107.0,Early Morning,Q,GY,F
COM,69,VAN,FRUEH,6.0,Morning,NY,BROWN,O
COM,42,VAN,CHEVR,6.0,Morning,NY,BL,F
COM,69,VAN,CHEVR,6.0,Morning,NY,WH,I
MCD,40,MCY,NIU,84.0,Morning,K,BLUE,F
COM,14,VAN,FRUEH,18.0,Morning,NY,WHITE,F
PAS,40,4DSD,HYUND,78.0,Morning,K,BLACK,I
PAS,14,SUBN,TOYOT,52.0,Morning,BX,WH,O
PAS,31,4DSD,HONDA,109.0,Morning,Q,BK,O
PAS,21,SUBN,PORSC,114.0,Morning,Q,WH,F
COM,71,VAN,GMC,48.0,Early Morning,BX,TN,I
PAS,21,SUBN,FORD,78.0,Afternoon,K,BLACK,F
COM,20,VAN,RAM,6.0,Morning,NY,WH,F
PAS,38,SUBN,BUICK,102.0,Morning,Q,WHITE,I
PAS,84,TRAV,INTER,13.0,Morning,NY,WHITE,I
OMT,71,SUBN,TOYOT,47.0,Morning,BX,WH,F
COM,71,VAN,FRUEH,114.0,Morning,Q,WH,F
SRF,70,SUBN,FORD,13.0,Afternoon,NY,BK,O
SRF,21,SUBN,JEEP,112.0,Morning,Q,GY,F
COM,37,SUBN,RAM,19.0,Morning,NY,WH,O
PAS,21,SUBN,HONDA,112.0,Morning,Q,GY,F
COM,20,VAN,CHEVR,10.0,Morning,NY,WHITE,F
PAS,21,SUBN,TOYOT,107.0,Morning,Q,GY,F
COM,47,VAN,FORD,10.0,Morning,NY,WH,F
PAS,19,SUBN,JEEP,44.0,Morning,BX,WHITE,I
COM,38,VAN,RAM,1.0,Early Morning,NY,WH,F
PAS,21,SUBN,VOLVO,24.0,Morning,NY,WHITE,F
PAS,31,SUBN,CADIL,13.0,Early Morning,NY,BK,F
999,14,4DSD,ME/BE,43.0,Morning,BX,WHITE,F
PAS,40,4DSD,LINCO,43.0,Morning,BX,BK,I
PAS,17,SUBN,INFIN,41.0,Morning,BX,RED,O
PAS,20,4DSD,LEXUS,109.0,Morning,Q,MR,I
PAS,37,SUBN,DODGE,110.0,Early Morning,Q,RD,F
COM,19,VAN,ISUZU,108.0,Early Morning,Q,WHITE,O
PAS,46,SUBN,FORD,43.0,Morning,BX,RED,O
PAS,70,4DSD,DODGE,43.0,Afternoon,BX,RD,O
PAS,21,SUBN,SUBAR,19.0,Morning,NY,OTHER,F
PAS,21,SUBN,TOYOT,43.0,Morning,BX,LTG,O
COM,14,VAN,FRUEH,18.0,Early Morning,NY,BROWN,O
COM,40,PICK,FORD,14.0,Early Morning,NY,WH,F
PAS,14,VAN,RAM,13.0,Early Morning,NY,GREY,F
PAS,21,4DSD,CHEVR,52.0,Morning,BX,GREY,F
PAS,31,SUBN,HONDA,13.0,Early Morning,NY,SILVE,F
PAS,20,SUBN,NISSA,101.0,Morning,Q,BLACK,O
PAS,71,4DSD,NISSA,101.0,Morning,Q,RD,O
PAS,14,VAN,ME/BE,14.0,Morning,NY,WHITE,F
ORG,46,SUBN,FORD,66.0,Morning,K,GY,O
COM,38,UTIL,FORD,110.0,Morning,Q,WHITE,F
PAS,21,SUBN,ROVER,114.0,Morning,Q,WH,F
COM,69,VAN,FORD,19.0,Early Morning,NY,WHITE,O
COM,21,VAN,FORD,110.0,Morning,Q,RD,O
COM,38,VAN,CHEVR,33.0,Morning,NY,WH,F
COM,21,VAN,FORD,114.0,Morning,Q,WH,O
APP,40,DELV,FRUEH,115.0,Morning,Q,WH,F
PAS,70,SUBN,HONDA,109.0,Afternoon,Q,GY,I
COM,46,VAN,HIN,24.0,Early Morning,NY,WH,F
PAS,21,SUBN,HONDA,62.0,Morning,K,GY,O
PAS,40,4DSD,LEXUS,109.0,Morning,Q,WH,F
PAS,38,4DSD,ALFAR,34.0,Early Morning,NY,RD,F
PAS,70,SUBN,BMW,110.0,Afternoon,Q,WH,O
COM,74,VAN,GMC,9.0,Morning,NY,WHITE,I
COM,19,VAN,FRUEH,107.0,Morning,Q,GREY,F
PAS,71,SUBN,HONDA,107.0,Afternoon,Q,BL,F
PAS,38,SUBN,CHRYS,114.0,Morning,Q,BK,F
PAS,74,SUBN,BMW,114.0,Afternoon,Q,BK,F
PAS,20,4DSD,HONDA,103.0,Early Morning,Q,GY,I
PAS,37,SUBN,JEEP,112.0,Early Morning,Q,WH,O
PAS,38,SUBN,TOYOT,112.0,Early Morning,Q,GY,F
COM,20,VAN,FORD,6.0,Morning,NY,WH,I
COM,69,VAN,RAM,13.0,Morning,NY,WH,F
PAS,20,4DSD,HYUND,104.0,Morning,Q,GY,O
LMB,21,MOPD,NIU,94.0,Morning,K,BLACK,F
PAS,31,4DSD,TESLA,13.0,Early Morning,NY,BK,O
PAS,21,SUBN,JEEP,40.0,Afternoon,BX,BK,F
PAS,19,REFG,INTER,20.0,Morning,NY,WHITE,I
PAS,17,4DSD,TOYOT,61.0,Early Morning,K,GREY,I
COM,78,VAN,FORD,106.0,Early Morning,Q,WH,I
PAS,31,2DSD,DODGE,9.0,Early Morning,NY,BL,F
OMS,14,SUBN,CHEVR,20.0,Morning,NY,WH,F
PAS,46,4DSD,TOYOT,72.0,Morning,K,BK,O
SRF,37,SUBN,JEEP,108.0,Early Morning,Q,RD,I
PAS,17,SUBN,ACURA,33.0,Early Morning,NY,WH,I
COM,69,VAN,CHEVR,9.0,Afternoon,NY,WH,I
PAS,37,SUBN,AUDI,10.0,Early Morning,NY,WHITE,I
COM,14,REFG,HIN,23.0,Morning,NY,WH,F
COM,20,VAN,FORD,13.0,Early Morning,NY,GY,I
PAS,70,SUBN,NISSA,104.0,Early Morning,Q,BK,F
PAS,46,SUBN,VOLKS,19.0,Morning,NY,GY,O
PAS,13,DELV,GMC,9.0,Morning,NY,WHITE,O
COM,72,PICK,CHEVR,6.0,Morning,NY,WH,F
PAS,38,SUBN,JEEP,103.0,Early Morning,Q,BL,I
PAS,21,4DSD,MINI,24.0,Morning,NY,GREY,F
PAS,74,VAN,FORD,13.0,Afternoon,NY,WHITE,F
COM,16,REFG,GMC,9.0,Morning,NY,WH,F
PAS,21,4DSD,TESLA,9.0,Morning,NY,GREY,F
COM,53,VAN,FORD,49.0,Afternoon,BX,BL,I
COM,37,VAN,FORD,9.0,Early Morning,NY,WH,F
PAS,71,SUBN,INFIN,111.0,Early Morning,Q,GL,O
PAS,37,4DSD,ME/BE,46.0,Morning,BX,GY,F
COM,20,VAN,FORD,6.0,Morning,NY,WH,F
PAS,38,SUBN,HONDA,6.0,Early Morning,NY,GY,I
PAS,19,DELV,INTER,109.0,Early Morning,Q,YELLO,F
PAS,38,TRAC,FORD,9.0,Morning,NY,WHITE,O
PAS,38,TRAC,FRUEH,6.0,Morning,NY,WHITE,F
COM,69,VAN,FORD,13.0,Afternoon,NY,WH,F
PAS,46,TRAC,MACK,6.0,Morning,NY,WHITE,I
PAS,14,SUBN,KIA,13.0,Morning,NY,WHITE,O
PAS,14,REFG,FRUEH,17.0,Morning,NY,WHITE,I
PAS,21,PICK,FORD,45.0,Morning,BX,SILVE,F
COM,69,DELV,INTER,9.0,Morning,NY,WH,F
PAS,46,REFG,HIN,6.0,Morning,NY,WHITE,F
PAS,74,SUBN,PORSC,6.0,Early Morning,NY,WH,F
COM,69,VAN,FORD,13.0,Early Morning,NY,WH,O
PAS,40,PICK,TOYOT,110.0,Morning,Q,GR,F
PAS,31,SUBN,VOLKS,13.0,Early Morning,NY,BLACK,F
COM,14,DELV,CHEVR,18.0,Morning,NY,WHITE,F
COM,14,VAN,RAM,18.0,Morning,NY,BROWN,F
COM,19,VAN,FRUEH,109.0,Morning,Q,BROWN,F
COM,84,REFG,HIN,6.0,Morning,NY,WH,O
PAS,71,4DSD,HONDA,46.0,Afternoon,BX,BK,F
COM,69,SUBN,ME/BE,13.0,Afternoon,NY,WH,F
APP,38,REFG,HIN,6.0,Morning,NY,WH,F
COM,69,VAN,ME/BE,13.0,Early Morning,NY,WH,F
COM,69,DELV,ISUZU,13.0,Afternoon,NY,BL,F
PAS,38,SUBN,JEEP,13.0,Early Morning,NY,WHITE,F
COM,69,VAN,CHEVR,9.0,Afternoon,NY,WH,F
PAS,20,4DSD,MITSU,13.0,Morning,NY,BLUE,I
COM,20,VAN,CHEVR,6.0,Afternoon,NY,WH,F
PAS,14,VAN,NS,7.0,Morning,NY,GOLD,O
PAS,37,SUBN,HONDA,34.0,Afternoon,NY,BL,F
COM,69,DELV,CHEVR,14.0,Morning,NY,WH,F
PAS,48,4DSD,AUDI,6.0,Early Morning,NY,BK,F
COM,20,VAN,UTILI,6.0,Early Morning,NY,WHITE,F
COM,16,VAN,FORD,9.0,Early Morning,NY,WH,F
COM,69,DELV,INTER,14.0,Morning,NY,MR,F
SRF,74,SUBN,DODGE,70.0,Early Morning,K,WH,F
COM,82,VAN,FORD,47.0,Early Morning,BX,WH,O
PAS,21,4DSD,HYUND,32.0,Morning,NY,GREY,F
SRF,20,SUBN,DODGE,9.0,Early Morning,NY,WH,O
COM,16,VAN,ME/BE,9.0,Early Morning,NY,BK,F
PAS,31,PICK,CHEVR,14.0,Early Morning,NY,GY,F
PAS,71,4DSD,VOLKS,102.0,Early Morning,Q,WH,F
OMT,38,4DSD,HYUND,112.0,Early Morning,Q,BK,F
OMT,38,4DSD,TOYOT,106.0,Early Morning,Q,BK,I
PAS,20,SUBN,HONDA,19.0,Early Morning,NY,SILVE,F
PAS,70,SUBN,CHEVR,25.0,Early Morning,NY,GY,F
COM,20,VAN,FRUEH,19.0,Morning,NY,BROWN,F
PAS,21,SUBN,BMW,19.0,Morning,NY,BK,F
PAS,37,SUBN,JEEP,20.0,Early Morning,NY,WHITE,I
PAS,20,SUBN,GMC,30.0,Morning,NY,BK,O
PAS,71,4DSD,BMW,26.0,Morning,NY,BK,I
PAS,40,4DSD,NISSA,47.0,Morning,BX,SILVE,F
COM,38,VAN,FORD,112.0,Early Morning,Q,WHITE,F
PAS,71,4DSD,VOLVO,45.0,Morning,BX,WH,I
COM,69,REFG,HIN,18.0,Morning,NY,WH,O
PAS,14,2DSD,MINI,20.0,Morning,NY,OTHER,I
PAS,21,SUBN,SUBAR,24.0,Morning,NY,BL,F
PAS,20,SUBN,TOYOT,19.0,Early Morning,NY,OTHER,F
PAS,20,SUBN,TOYOT,106.0,Early Morning,Q,GY,I
PAS,38,SUBN,TOYOT,106.0,Early Morning,Q,WHITE,F
PAS,21,SUBN,SUBAR,24.0,Morning,NY,GREEN,I
PAS,69,DELV,NS,24.0,Early Morning,NY,WHITE,F
PAS,40,SUBN,SUBAR,20.0,Early Morning,NY,GY,O
APP,18,FLAT,KENWO,10.0,Early Morning,NY,RD,O
PAS,26,DELV,FRUEH,14.0,Early Morning,NY,WHITE,F
COM,38,VAN,MITSU,18.0,Morning,NY,WH,O
PAS,14,PICK,RAM,14.0,Early Morning,NY,BLACK,F
PAS,14,SUBN,ME/BE,14.0,Morning,NY,WHITE,F
PAS,19,4DSD,CHEVR,33.0,Early Morning,NY,BLACK,F
PAS,21,4DSD,NISSA,19.0,Morning,NY,BLUE,F
PAS,19,DELV,INTER,14.0,Morning,NY,WHITE,F
PAS,64,4DSD,CHEVR,18.0,Early Morning,NY,BK,F
PAS,21,SUBN,VOLVO,19.0,Morning,NY,BL,F
COM,18,DELV,INTER,9.0,Early Morning,NY,WH,F
COM,14,VAN,FORD,18.0,Morning,NY,WH,F
PAS,16,4DSD,LEXUS,115.0,Early Morning,Q,WH,O
PAS,37,SUBN,FORD,33.0,Early Morning,NY,GY,F
PAS,14,DELV,ISUZU,17.0,Morning,NY,WHITE,F
PAS,20,4DSD,BMW,1.0,Afternoon,NY,BK,O
PAS,38,4DSD,HYUND,111.0,Early Morning,Q,BLACK,F
PAS,21,SUBN,BMW,19.0,Morning,NY,BK,F
TRC,50,TRAC,PETER,6.0,Morning,NY,RD,I
COM,78,DELV,ISUZU,88.0,Early Morning,K,WH,O
PAS,21,4DSD,BMW,19.0,Morning,NY,GY,F
PAS,14,SUBN,HYUND,14.0,Morning,NY,GREY,F
PAS,78,DELV,FORD,14.0,Early Morning,NY,WHITE,F
PAS,21,4DSD,ACURA,32.0,Morning,NY,BLACK,F
PAS,40,SUBN,FORD,20.0,Early Morning,NY,BLUE,F
PAS,84,DELV,INTER,19.0,Early Morning,NY,BLACK,F
PAS,38,SUBN,BMW,30.0,Early Morning,NY,BK,O
COM,14,VAN,FORD,14.0,Early Morning,NY,WH,F
COM,14,VAN,FORD,28.0,Morning,NY,WH,O
PAS,21,4DSD,AUDI,14.0,Early Morning,NY,GY,F
PAS,16,SUBN,BUICK,18.0,Early Morning,NY,BK,O
PAS,38,4DSD,BMW,84.0,Morning,K,BLACK,F
PAS,37,PICK,FORD,19.0,Early Morning,NY,RED,O
PAS,37,4DSD,JEEP,19.0,Early Morning,NY,WHITE,O
PAS,38,SUBN,ME/BE,23.0,Afternoon,NY,WHITE,O
PAS,38,SUBN,SUBAR,25.0,Early Morning,NY,GY,O
PAS,21,SUBN,FORD,63.0,Afternoon,K,BL,F
PAS,21,SUBN,JEEP,24.0,Morning,NY,GY,I
COM,38,VAN,FORD,19.0,Early Morning,NY,GY,F
PAS,40,SUBN,JEEP,34.0,Early Morning,NY,WH,F
PAS,38,SUBN,MAZDA,23.0,Afternoon,NY,RED,F
PAS,21,4DSD,HYUND,19.0,Morning,NY,BK,F
PAS,14,TRAC,FRUEH,18.0,Morning,NY,WHITE,F
PAS,31,SUBN,NS,18.0,Early Morning,NY,BLACK,O
PAS,84,DELV,FRUEH,18.0,Morning,NY,WHITE,F
PAS,31,SUBN,TOYOT,19.0,Morning,NY,BK,I
PAS,37,PICK,TOYOT,52.0,Early Morning,BX,BR,O
PAS,40,SUBN,TOYOT,46.0,Morning,BX,WHITE,O
PAS,21,VAN,FORD,66.0,Morning,K,WHITE,F
PAS,21,SUBN,BMW,68.0,Morning,K,GY,F
PAS,14,SUBN,LEXUS,70.0,Early Morning,K,BLACK,F
999,70,SUBN,JEEP,90.0,Early Morning,K,BLACK,I
PAS,38,4DSD,HONDA,88.0,Afternoon,K,GY,F
PAS,71,SUBN,VOLKS,78.0,Early Morning,K,RD,O
PAS,21,2DSD,VOLKS,50.0,Morning,BX,WH,F
PAS,38,SUBN,ACURA,66.0,Early Morning,K,GY,F
PAS,38,4DSD,DODGE,68.0,Afternoon,K,WHITE,F
PAS,21,SUBN,HONDA,44.0,Morning,BX,GREEN,O
PAS,21,SUBN,LEXUS,90.0,Morning,K,SILVE,F
PAS,71,4DSD,LEXUS,67.0,Afternoon,K,GY,I
PAS,40,SUBN,HONDA,67.0,Afternoon,K,SILVE,I
PAS,71,4DSD,BMW,84.0,Morning,K,BL,F
PAS,38,SUBN,HONDA,52.0,Early Morning,BX,BLACK,F
999,38,SUBN,TOYOT,72.0,Early Morning,K,BLACK,F
PAS,16,SUBN,DODGE,72.0,Morning,K,GY,F
OMT,16,4DSD,HYUND,94.0,Early Morning,K,WH,F
ORG,38,4DSD,TOYOT,76.0,Early Morning,K,BK,F
PAS,74,4DSD,TOYOT,43.0,Morning,BX,GY,F
PAS,62,SUBN,AUDI,78.0,Morning,K,BK,F
PAS,21,SUBN,TOYOT,62.0,Morning,K,TN,F
PAS,71,SUBN,AUDI,71.0,Early Morning,K,GY,F
PAS,14,SUBN,NISSA,46.0,Morning,BX,RED,I
PAS,74,PICK,RAM,62.0,Morning,K,BL,F
PAS,38,4DSD,FORD,62.0,Early Morning,K,GY,F
PAS,10,SUBN,SUBAR,44.0,Morning,BX,BL,O
COM,70,DELV,ISUZU,90.0,Early Morning,K,WH,F
PAS,38,SUBN,NISSA,61.0,Morning,K,GY,F
PAS,71,SUBN,VOLKS,67.0,Early Morning,K,WH,F
PAS,21,4DSD,AUDI,61.0,Morning,K,BK,F
PAS,37,SUBN,JEEP,40.0,Early Morning,BX,GY,F
PAS,20,SUBN,TOYOT,42.0,Early Morning,BX,GY,F
PAS,38,SUBN,ACURA,49.0,Afternoon,BX,BL,F
OMT,21,4DSD,TOYOT,61.0,Morning,K,BK,F
PAS,38,SUBN,TOYOT,78.0,Early Morning,K,BLUE,F
ITP,46,4DSD,ME/BE,46.0,Morning,BX,BLACK,O
PAS,21,SUBN,TOYOT,48.0,Morning,BX,BL,F
SRF,14,2DSD,INFIN,60.0,Early Morning,K,GY,F
PAS,21,2DSD,DODGE,75.0,Morning,K,BK,F
PAS,19,4DSD,ME/BE,69.0,Morning,K,BK,F
PAS,14,SUBN,VOLKS,78.0,Afternoon,K,BLACK,F
PAS,21,SUBN,AUDI,67.0,Afternoon,K,WH,I
PAS,38,SUBN,TOYOT,61.0,Early Morning,K,WH,F
PAS,21,2DSD,TOYOT,78.0,Afternoon,K,WHITE,O
PAS,14,SUBN,JEEP,76.0,Early Morning,K,WH,I
PAS,20,SUBN,NISSA,115.0,Early Morning,Q,GREY,O
PAS,16,SUBN,LINCO,40.0,Early Morning,BX,BLACK,F
PAS,37,4DSD,CHEVR,43.0,Afternoon,BX,GY,F
PAS,70,SUBN,MITSU,44.0,Early Morning,BX,BK,F
PAS,18,SUBN,DODGE,40.0,Morning,BX,GY,F
PAS,70,4DSD,NISSA,43.0,Early Morning,BX,BL,I
PAS,38,SUBN,ACURA,61.0,Early Morning,K,BK,O
PAS,46,4DSD,BMW,50.0,Early Morning,BX,BLACK,F
PAS,46,4DSD,HONDA,44.0,Early Morning,BX,OTHER,O
PAS,46,VAN,CHEVR,40.0,Early Morning,BX,BLUE,F
PAS,21,4DSD,CADIL,70.0,Afternoon,K,WH,O
MED,38,4DSD,BMW,72.0,Early Morning,K,GY,F
PAS,74,SUBN,KIA,61.0,Afternoon,K,GREY,F
PAS,74,PICK,RAM,70.0,Early Morning,K,GY,I
PAS,40,SUBN,TOYOT,66.0,Early Morning,K,GY,O
999,14,VAN,FORD,70.0,Early Morning,K,WHITE,F
PAS,14,SUBN,HONDA,88.0,Morning,K,GR,I
PAS,14,4DSD,AUDI,10.0,Early Morning,NY,WH,I
COM,71,VAN,FRUEH,75.0,Early Morning,K,WH,F
PAS,71,SUBN,ME/BE,40.0,Morning,BX,WH,F
PAS,21,SUBN,CHEVR,79.0,Morning,K,WH,F
PAS,21,VAN,CHEVR,88.0,Morning,K,WHITE,O
PAS,14,4DSD,TOYOT,5.0,Early Morning,NY,TN,F
COM,38,VAN,ME/BE,32.0,Morning,NY,WH,F
PAS,38,SUBN,ME/BE,10.0,Morning,NY,WHITE,O
COM,38,VAN,NISSA,48.0,Morning,BX,WH,O
PAS,14,SUBN,JEEP,79.0,Early Morning,K,BL,F
PAS,71,SUBN,BUICK,75.0,Afternoon,K,BLACK,F
PAS,71,CONV,MINI,109.0,Morning,Q,RD,F
PAS,21,SUBN,TOYOT,90.0,Morning,K,GY,O
OMT,9,TAXI,NISSA,5.0,Early Morning,NY,YW,X
PAS,21,4DSD,TOYOT,34.0,Morning,NY,BL,F
PAS,71,4DSD,FORD,84.0,Afternoon,K,BK,F
PAS,21,4DSD,HYUND,104.0,Morning,Q,GY,F
PAS,68,SUBN,DODGE,107.0,Morning,Q,SILVE,O
PAS,19,4DSD,TOYOT,49.0,Morning,BX,GY,O
OMT,21,SUBN,TOYOT,75.0,Afternoon,K,BK,I
CMB,40,SUBN,FORD,42.0,Morning,BX,WHITE,O
PAS,38,SUBN,TOYOT,112.0,Morning,Q,WHITE,F
PAS,71,4DSD,NISSA,107.0,Morning,Q,BK,I
ORG,38,4DSD,INFIN,106.0,Morning,Q,WH,F
PAS,19,SUBN,VOLKS,90.0,Early Morning,K,WHITE,O
PAS,21,SUBN,DODGE,90.0,Morning,K,LTG,O
PAS,21,SUBN,VOLKS,79.0,Morning,K,GY,F
PAS,71,SUBN,HONDA,77.0,Morning,K,GY,F
PAS,40,SUBN,HONDA,77.0,Morning,K,BLACK,O
SRF,14,4DSD,CHEVR,112.0,Morning,Q,BK,O
999,74,4DSD,NISSA,77.0,Early Morning,K,GREY,O
PAS,21,4DSD,MITSU,90.0,Morning,K,BK,I
PAS,21,SUBN,KIA,23.0,Morning,NY,RD,F
PAS,21,SUBN,TOYOT,5.0,Morning,NY,GL,I
PAS,37,SUBN,JEEP,9.0,Afternoon,NY,BL,F
PAS,68,SUBN,JEEP,84.0,Afternoon,K,WHITE,F
COM,38,VAN,FORD,14.0,Morning,NY,WH,F
PAS,21,4DSD,NISSA,77.0,Afternoon,K,WH,O
PAS,21,SUBN,TOYOT,81.0,Morning,K,GY,F
COM,46,VAN,FORD,18.0,Morning,NY,WH,O
SRF,71,PICK,RAM,84.0,Morning,K,WH,O
COM,42,VAN,RAM,6.0,Morning,NY,RD,F
OMT,11,TAXI,TOYOT,18.0,Early Morning,NY,YW,F
PAS,14,SUBN,NISSA,84.0,Morning,K,BK,O
PAS,21,SUBN,HONDA,66.0,Morning,K,BK,O
PAS,70,SUBN,LINCO,79.0,Early Morning,K,GL,F
PAS,31,PICK,CHEVR,17.0,Early Morning,NY,BK,F
PAS,84,N/S,FRUEH,18.0,Morning,NY,WHITE,O
COM,14,VAN,FORD,18.0,Morning,NY,WHITE,F
PAS,53,DELV,HIN,19.0,Morning,NY,WHITE,F
PAS,14,VAN,RAM,88.0,Early Morning,K,GREY,I
PAS,40,SUBN,TOYOT,88.0,Morning,K,BL,F
PAS,20,4DSD,HONDA,79.0,Morning,K,BLUE,I
PAS,21,4DSD,HONDA,81.0,Afternoon,K,GREY,F
PAS,21,SUBN,BMW,115.0,Morning,Q,SILVE,F
PAS,74,SUBN,CHEVR,46.0,Morning,BX,BLUE,F
PAS,21,SUBN,SUBAR,67.0,Morning,K,GR,O
PAS,70,SUBN,FORD,121.0,Morning,R,RD,O
COM,82,VAN,RAM,120.0,Morning,R,WH,F
COM,69,VAN,FRUEH,13.0,Morning,NY,BROWN,F
PAS,20,SUBN,ACURA,114.0,Morning,Q,BL,O
PAS,21,4DSD,INFIN,63.0,Morning,K,GY,O
PAS,31,SUBN,TOYOT,13.0,Early Morning,NY,GY,F
COM,14,VAN,FORD,79.0,Early Morning,K,BROWN,F
COM,14,VAN,GMC,18.0,Morning,NY,BROWN,F
PAS,75,SUBN,DODGE,9.0,Early Morning,NY,BK,F
COM,21,VAN,FORD,46.0,Afternoon,BX,WH,O
PAS,71,SUBN,TOYOT,112.0,Morning,Q,WH,F
COM,20,VAN,FORD,6.0,Morning,NY,BL,F
COM,46,VAN,INTER,9.0,Early Morning,NY,BROWN,F
PAS,71,SUBN,TOYOT,113.0,Early Morning,Q,GY,F
PAS,38,SUBN,INFIN,106.0,Morning,Q,SILVE,O
COM,69,VAN,FRUEH,18.0,Morning,NY,RD,I
PAS,21,SUBN,FORD,78.0,Afternoon,K,WH,I
PAS,70,SUBN,HYUND,101.0,Early Morning,Q,BK,F
PAS,37,SUBN,HYUND,28.0,Early Morning,NY,SILVE,F
PAS,74,4DSD,ALFAR,111.0,Early Morning,Q,WH,F
PAS,31,4DSD,KIA,10.0,Morning,NY,RED,O
SRF,21,SUBN,FORD,18.0,Morning,NY,BL,O
PAS,74,SUBN,TOYOT,18.0,Morning,NY,GY,F
PAS,37,4DSD,ME/BE,109.0,Early Morning,Q,BLUE,I
PAS,37,4DSD,LEXUS,33.0,Early Morning,NY,GY,F
SRF,74,SUBN,BMW,14.0,Morning,NY,BK,F
PAS,38,4DSD,HONDA,103.0,Early Morning,Q,BLACK,F
PAS,38,2DSD,BMW,13.0,Early Morning,NY,GY,F
PAS,14,DELV,INTER,17.0,Morning,NY,WHITE,F
PAS,14,4DSD,CHRYS,26.0,Morning,NY,WHITE,F
PAS,38,4DSD,HONDA,28.0,Early Morning,NY,BLACK,F
PAS,21,SUBN,FORD,114.0,Morning,Q,BK,F
COM,70,VAN,FORD,18.0,Morning,NY,WH,F
COM,38,VAN,GMC,6.0,Morning,NY,WH,F
PAS,74,2DSD,ACURA,109.0,Morning,Q,TN,F
PAS,31,SUBN,ALFAR,109.0,Morning,Q,BK,F
PAS,71,SUBN,TOYOT,94.0,Morning,K,BK,F
PAS,14,SUBN,GMC,114.0,Morning,Q,GY,F
PAS,17,SUBN,HONDA,46.0,Morning,BX,BK,I
PAS,40,4DSD,HONDA,102.0,Morning,Q,BLACK,O
